Site,Latitude,Longitude,Continent,Vegetation,Plot,FireFreq,FireSeason,FireStart,FireLast,SurveyYear,Duration,Grass Cover,Percent Cover,Percent Basal Cover,Grass Basal Area,Biomass dry ,Grass biomass dry weight (10^3Kgha^-1),Grass Biomass Dry (tonnes/ha),Grass Biomass fresh weight,Grass biomass dry weight (g/m2)
LaPampa,-38.75,-63.75,,,5,0.1764706,MAR-JUN,1991,2007,N/A,,19,,,,,,,,
LaPampa,-38.75,-63.75,,,6,0.1764706,MAR-JUN,1991,2007,N/A,,19.7,,,,,,,,
LaPampa,-38.75,-63.75,,,7,0.1764706,MAR-JUN,1991,2007,N/A,,16.375,,,,,,,,
LaPampa,-38.75,-63.75,,,8,0.1764706,MAR-JUN,1991,2007,N/A,,27.925,,,,,,,,
LaPampa,-38.75,-63.75,,,9,0.1764706,MAR-JUN,1991,2007,N/A,,20.65,,,,,,,,
LaPampa,-38.75,-63.75,,,10,0.1764706,MAR-JUN,1991,2007,N/A,,19.05,,,,,,,,
LaPampa,-38.75,-63.75,,,11,0.1764706,MAR-JUN,1991,2007,N/A,,10.2,,,,,,,,
LaPampa,-38.75,-63.75,,,12,0.1764706,MAR-JUN,1991,2007,N/A,,11.875,,,,,,,,
LaPampa,-38.75,-63.75,,,13,0.1764706,MAR-JUN,1991,2007,N/A,,14.375,,,,,,,,
LaPampa,-38.75,-63.75,,,15,0.1764706,MAR-JUN,1991,2007,N/A,,10.825,,,,,,,,
LaPampa,-38.75,-63.75,,,16,0.1764706,MAR-JUN,1991,2007,N/A,,8.775,,,,,,,,
LaPampa,-38.75,-63.75,,,17,0.1764706,MAR-JUN,1991,2007,N/A,,15.65,,,,,,,,
LaPampa,-38.75,-63.75,,,18,0.1764706,MAR-JUN,1991,2007,N/A,,10.75,,,,,,,,
LaPampa,-38.75,-63.75,,,19,0.1764706,MAR-JUN,1991,2007,N/A,,11.75,,,,,,,,
LaPampa,-38.75,-63.75,,,20,0.1764706,MAR-JUN,1991,2007,N/A,,8.15,,,,,,,,
LaPampa,-38.75,-63.75,,,14,0.1764706,MAR-JUN,1991,2007,N/A,,11.6,,,,,,,,
LaPampa,-38.75,-63.75,,,1,0.2941176,MAR-JUN,1991,2007,N/A,,23.675,,,,,,,,
LaPampa,-38.75,-63.75,,,2,0.2941176,MAR-JUN,1991,2007,N/A,,15.625,,,,,,,,
LaPampa,-38.75,-63.75,,,3,0.2941176,MAR-JUN,1991,2007,N/A,,20.875,,,,,,,,
LaPampa,-38.75,-63.75,,,4,0.2941176,MAR-JUN,1991,2007,N/A,,25.725,,,,,,,,
LaPampa,-38.75,-63.75,,,5,0.2941176,MAR-JUN,1991,2007,N/A,,24.825,,,,,,,,
LaPampa,-38.75,-63.75,,,6,0.2941176,MAR-JUN,1991,2007,N/A,,21.9,,,,,,,,
LaPampa,-38.75,-63.75,,,7,0.2941176,MAR-JUN,1991,2007,N/A,,25.675,,,,,,,,
LaPampa,-38.75,-63.75,,,8,0.2941176,MAR-JUN,1991,2007,N/A,,25.125,,,,,,,,
LaPampa,-38.75,-63.75,,,9,0.2941176,MAR-JUN,1991,2007,N/A,,11.15,,,,,,,,
LaPampa,-38.75,-63.75,,,10,0.2941176,MAR-JUN,1991,2007,N/A,,23.275,,,,,,,,
LaPampa,-38.75,-63.75,,,11,0.2941176,MAR-JUN,1991,2007,N/A,,23.275,,,,,,,,
LaPampa,-38.75,-63.75,,,12,0.2941176,MAR-JUN,1991,2007,N/A,,15.975,,,,,,,,
LaPampa,-38.75,-63.75,,,13,0.2941176,MAR-JUN,1991,2007,N/A,,5.325,,,,,,,,
LaPampa,-38.75,-63.75,,,15,0.2941176,MAR-JUN,1991,2007,N/A,,26.575,,,,,,,,
LaPampa,-38.75,-63.75,,,16,0.2941176,MAR-JUN,1991,2007,N/A,,21.375,,,,,,,,
LaPampa,-38.75,-63.75,,,17,0.2941176,MAR-JUN,1991,2007,N/A,,20.975,,,,,,,,
LaPampa,-38.75,-63.75,,,18,0.2941176,MAR-JUN,1991,2007,N/A,,14.75,,,,,,,,
LaPampa,-38.75,-63.75,,,19,0.2941176,MAR-JUN,1991,2007,N/A,,22.275,,,,,,,,
LaPampa,-38.75,-63.75,,,20,0.2941176,MAR-JUN,1991,2007,N/A,,19.475,,,,,,,,
LaPampa,-38.75,-63.75,,,14,0.2941176,MAR-JUN,1991,2007,N/A,,12.5,,,,,,,,
LaPampa,-38.75,-63.75,,,1,0,CONT,N/A,N/A,N/A,,11.425,,,,,,,,
LaPampa,-38.75,-63.75,,,2,0,CONT,N/A,N/A,N/A,,15.2,,,,,,,,
LaPampa,-38.75,-63.75,,,3,0,CONT,N/A,N/A,N/A,,8.15,,,,,,,,
LaPampa,-38.75,-63.75,,,4,0,CONT,N/A,N/A,N/A,,9.3,,,,,,,,
LaPampa,-38.75,-63.75,,,5,0,CONT,N/A,N/A,N/A,,9.675,,,,,,,,
LaPampa,-38.75,-63.75,,,6,0,CONT,N/A,N/A,N/A,,8.55,,,,,,,,
LaPampa,-38.75,-63.75,,,7,0,CONT,N/A,N/A,N/A,,3.2,,,,,,,,
LaPampa,-38.75,-63.75,,,8,0,CONT,N/A,N/A,N/A,,6.45,,,,,,,,
LaPampa,-38.75,-63.75,,,9,0,CONT,N/A,N/A,N/A,,7.775,,,,,,,,
LaPampa,-38.75,-63.75,,,10,0,CONT,N/A,N/A,N/A,,17.15,,,,,,,,
LaPampa,-38.75,-63.75,,,11,0,CONT,N/A,N/A,N/A,,17.1,,,,,,,,
LaPampa,-38.75,-63.75,,,12,0,CONT,N/A,N/A,N/A,,7.375,,,,,,,,
LaPampa,-38.75,-63.75,,,13,0,CONT,N/A,N/A,N/A,,11.05,,,,,,,,
LaPampa,-38.75,-63.75,,,15,0,CONT,N/A,N/A,N/A,,10.6,,,,,,,,
LaPampa,-38.75,-63.75,,,16,0,CONT,N/A,N/A,N/A,,2.4,,,,,,,,
LaPampa,-38.75,-63.75,,,17,0,CONT,N/A,N/A,N/A,,13.25,,,,,,,,
LaPampa,-38.75,-63.75,,,18,0,CONT,N/A,N/A,N/A,,4.425,,,,,,,,
LaPampa,-38.75,-63.75,,,19,0,CONT,N/A,N/A,N/A,,10.975,,,,,,,,
LaPampa,-38.75,-63.75,,,20,0,CONT,N/A,N/A,N/A,,7.675,,,,,,,,
LaPampa,-38.75,-63.75,,,14,0,CONT,N/A,N/A,N/A,,8.7,,,,,,,,
Konza,39.1,-96.6,,,n4b_C,0.25,APR,1980,2008,2011-2013,,107.0025794,,,,,,,,
Konza,39.1,-96.6,,,n4b_C,0.25,APR,1980,2007.5,2011-2013,,6.425,,,,,,,,
Konza,39.1,-96.6,,,n4b_C,0.25,APR,1980,2007,2011-2013,,1.125,,,,,,,,
Konza,39.1,-96.6,,,n4d_A,0.25,APR,1977,2008,2011-2013,,102.9886905,,,,,,,,
Konza,39.1,-96.6,,,n4d_A,0.25,APR,1977,2007.5,2011-2013,,9.219047619,,,,,,,,
Konza,39.1,-96.6,,,n4d_A,0.25,APR,1977,2007,2011-2013,,2.5,,,,,,,,
Konza,39.1,-96.6,,,n4d_B,0.25,APR,1977,2008,2011-2013,,115.2380952,,,,,,,,
Konza,39.1,-96.6,,,n4d_B,0.25,APR,1977,2007,2011-2013,,1.625,,,,,,,,
Konza,39.1,-96.6,,,n4d_B,0.25,APR,1977,2007.5,2011-2013,,3.3125,,,,,,,,
Konza,39.1,-96.6,,,n4b_C,0.25,APR,1980,2008.5,2011-2013,,1.75,,,,,,,,
Konza,39.1,-96.6,,,n4b_C,0.25,APR,1980,2009,2011-2013,,5.5,,,,,,,,
Konza,39.1,-96.6,,,n4d_A,0.25,APR,1977,2009,2011-2013,,0.25,,,,,,,,
Konza,39.1,-96.6,,,n4d_B,0.25,APR,1977,2009,2011-2013,,1.125,,,,,,,,
Konza,39.1,-96.6,,,n1b_A,1,APR,1977,2011,2011-2013,,120.1922619,,,,,,,,
Konza,39.1,-96.6,,,n1b_A,1,APR,1977,2010.5,2011-2013,,3.289583333,,,,,,,,
Konza,39.1,-96.6,,,n1b_A,1,APR,1977,2010,2011-2013,,1,,,,,,,,
Konza,39.1,-96.6,,,n1b_B,1,APR,1977,2011,2011-2013,,117.2946429,,,,,,,,
Konza,39.1,-96.6,,,n1b_B,1,APR,1977,2010,2011-2013,,0.25,,,,,,,,
Konza,39.1,-96.6,,,n1b_C,1,APR,1977,2011,2011-2013,,108.390873,,,,,,,,
Konza,39.1,-96.6,,,n1b_C,1,APR,1977,2010.5,2011-2013,,0.5,,,,,,,,
Konza,39.1,-96.6,,,n1b_B,1,APR,1977,2011.5,2011-2013,,1.25,,,,,,,,
Konza,39.1,-96.6,,,n1b_A,1,APR,1977,2012,2011-2013,,1,,,,,,,,
Konza,39.1,-96.6,,,n1b_C,1,APR,1977,2012,2011-2013,,0.5,,,,,,,,
Konza,39.1,-96.6,,,n20_A,0,N/A,N/A,N/A,2011-2013,,116.8323413,,,,,,,,
Konza,39.1,-96.6,,,n20_B,0,N/A,N/A,N/A,2011-2013,,125.4170635,,,,,,,,
Konza,39.1,-96.6,,,n20_C,0,N/A,N/A,N/A,2011-2013,,122.2436508,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,2,0.25,MAR-MAY,1951,2011,2010,,25.17501994,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,1,0.25,MAR-MAY,1949,2013,2010,,28.37864569,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,1,1,MAR-MAY,1949,2013,2010,,23.09096154,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,2,1,MAR-MAY,1951,2013,2010,,32.02259259,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,1,0,CONT,N/A,N/A,2010,,0.5,,,,,,,,
UniversityMissouri,36.9,-90.31666667,,,2,0,CONT,N/A,N/A,2010,,6.325,,,,,,,,
McCorkill,-33.9438,115.5312,,,4_AB,0.1875,MAR-MAY,1983,0,2015,,0.03,,,,,,,,
McCorkill,-33.9438,115.5312,,,9_AB,0.1875,MAR-MAY,1983,0,2015,,0.03,,,,,,,,
McCorkill,-33.9438,115.5312,,,10_VF,0.25,MAR-MAY,1983,0,2015,,0.32,,,,,,,,
McCorkill,-33.9438,115.5312,,,6_VF,0.25,MAR-MAY,1983,0,2015,,0.09,,,,,,,,
McCorkill,-33.9438,115.5312,,,1_LU,0,CONT,N/A,1976,2015,,0.28,,,,,,,,
McCorkill,-33.9438,115.5312,,,2_LU,0,CONT,N/A,1976,2015,,0.4,,,,,,,,
Yackelup,-34.1834,116.6186,,,3_LU,0,CONT,N/A,1981,2015,,1.25,,,,,,,,
Yackelup,-34.1834,116.6186,,,6_LU,0,CONT,N/A,1981,2015,,2.3,,,,,,,,
Yackelup,-34.1834,116.6186,,,1_AB,0.08823529,MAR-MAY,1981,2008,2015,,0.19,,,,,,,,
Yackelup,-34.1834,116.6186,,,12_AB,0.08823529,MAR-MAY,1981,2008,2015,,0.3,,,,,,,,
Yackelup,-34.1834,116.6186,,,10_VF,0.2058824,MAR-MAY,1981,2014,2015,,2.17,,,,,,,,
Yackelup,-34.1834,116.6186,,,2_VF,0.2058824,MAR-MAY,1981,2014,2015,,0.45,,,,,,,,
Hitchiti,34.766,-84.1435,,,12,0.368421053,DEC-MAR,1988,2006,2007,,67.88611111,,,,,,,,
Hitchiti,34.766,-84.1435,,,13,0.368421053,DEC-MAR,1988,2006,2007,,88.34524887,,,,,,,,
Hitchiti,34.766,-84.1435,,,18,0.368421053,DEC-MAR,1988,2006,2007,,24.86666667,,,,,,,,
Hitchiti,34.766,-84.1435,,,2,0.368421053,DEC-MAR,1988,2006,2007,,16.10416667,,,,,,,,
Hitchiti,34.766,-84.1435,,,23,0.368421053,DEC-MAR,1988,2006,2007,,4.15,,,,,,,,
Hitchiti,34.766,-84.1435,,,8,0.368421053,DEC-MAR,1988,2006,2007,,28.72987013,,,,,,,,
Hitchiti,34.766,-84.1435,,,9,0.368421053,DEC-MAR,1988,2006,2007,,51.3219697,,,,,,,,
Hitchiti,34.766,-84.1435,,,1,0.526315789,DEC-MAR,1988,2006,2007,,11.30357143,,,,,,,,
Hitchiti,34.766,-84.1435,,,11,0.526315789,DEC-MAR,1988,2006,2007,,38.80555556,,,,,,,,
Hitchiti,34.766,-84.1435,,,16,0.526315789,DEC-MAR,1988,2006,2007,,11.16153846,,,,,,,,
Hitchiti,34.766,-84.1435,,,22,0.526315789,DEC-MAR,1988,2006,2007,,20.75,,,,,,,,
Hitchiti,34.766,-84.1435,,,15,0,CONT,N/A,N/A,2007,,4.75,,,,,,,,
Hitchiti,34.766,-84.1435,,,21,0,CONT,N/A,N/A,2007,,1,,,,,,,,
Hitchiti,34.766,-84.1435,,,6,0,CONT,N/A,N/A,2007,,1,,,,,,,,
MatoposThornveld,-20.6,28.5,,,,0,NA,,,,15,,,2.97,,,,,,
MatoposThornveld,-20.6,28.5,,,,1,AUTUMN,,,,15,,,2.05,,,,,,
MatoposThornveld,-20.6,28.5,,,,1,ENDDRY,,,,15,,,2.13,,,,,,
MatoposThornveld,-20.6,28.5,,,,1,SPRINGPRERAIN,,,,15,,,3.1,,,,,,
MatoposThornveld,-20.6,28.5,,,,0.5,AUTUMN,,,,15,,,3.94,,,,,,
MatoposThornveld,-20.6,28.5,,,,0.5,ENDDRY,,,,15,,,3.36,,,,,,
MatoposThornveld,-20.6,28.5,,,,0.33,ENDDRY,,,,15,,,4.52,,,,,,
MatoposThornveld,-20.6,28.5,,,,0.33,SPRINGPRERAIN,,,,15,,,4.89,,,,,,
MatoposThornveld,-20.6,28.5,,,,0.2,ENDDRY,,,,15,,,4.09,,,,,,
MatoposSandveld,-20.6,28.5,,,,0,NA,,,,16,,,2.3,,,,,,
MatoposSandveld,-20.6,28.5,,,,1,AUTUMN,,,,16,,,2.69,,,,,,
MatoposSandveld,-20.6,28.5,,,,1,ENDDRY,,,,16,,,3.15,,,,,,
MatoposSandveld,-20.6,28.5,,,,1,SPRINGPRERAIN,,,,16,,,3.16,,,,,,
MatoposSandveld,-20.6,28.5,,,,0.5,AUTUMN,,,,16,,,3.33,,,,,,
MatoposSandveld,-20.6,28.5,,,,0.5,ENDDRY,,,,16,,,4.02,,,,,,
MatoposSandveld,-20.6,28.5,,,,0.33,ENDDRY,,,,16,,,1.88,,,,,,
MatoposSandveld,-20.6,28.5,,,,0.33,SPRINGPRERAIN,,,,16,,,3.85,,,,,,
MatoposSandveld,-20.6,28.5,,,,0.2,ENDDRY,,,,16,,,3.14,,,,,,
Red Volta,10.9,-0.7,,,,0,NA,,,,27,,,,630,,,,446,182
Red Volta,10.9,-0.7,,,,1,NOV,,,,27,,,,1250,,,,394,144
Red Volta,10.9,-0.7,,,,1,APR,,,,27,,,,1260,,,,584,260
Solar Village,-12.62,131.1,,,,0,Ridge,,,,23,13.7,25.4,,,,,0.67,,
Solar Village,-12.62,131.1,,,,0,Slope,,,,23,5,13.1,,,,,0.46,,
Solar Village,-12.62,131.1,,,,1,Ridge,,,,23,26.9,38.9,,,,,2.31,,
Solar Village,-12.62,131.1,,,,1,Slope,,,,23,33.9,52.1,,,,,3.5,,
Laba,11.67,-2.83,,,,0,NA,,,,8,,,,,3.36,,3.07,,
Laba,11.67,-2.83,,,,1,EARLY,,,,8,,,,,3.4,,3.1,,
Kanji-TerMac,10.2,4.4,,,,1,EARLY,,,,3,,,,,,1.53,,,
Kanji-TerMac,10.2,4.4,,,,1,LATE,,,,3,,,,,,3.09,,,
Kanji-TerMac,10.2,4.4,,,,0,NA,,,,3,,,,,,0.95,,,
Kanji-Woodland,10.2,4.4,,,,1,EARLY,,,,3,,,,,,1.63,,,
Kanji-Woodland,10.2,4.4,,,,1,LATE,,,,3,,,,,,3.66,,,
Kanji-Woodland,10.2,4.4,,,,0,NA,,,,3,,,,,,2.46,,,
Kanji-BurkDet,10.2,4.4,,,,1,EARLY,,,,3,,,,,,3.83,,,
Kanji-BurkDet,10.2,4.4,,,,1,LATE,,,,3,,,,,,6.17,,,
Kanji-BurkDet,10.2,4.4,,,,0,NA,,,,3,,,,,,2.47,,,
